LabVIEW					
Separator	Tab				
Decimal_Separator	.				
Date	17/02/2021				
					
Location		1/4L	1/2L	3/4L	
Time	Load (Mean)	WG 16 (Mean)	WG 4 (Mean)	WG 2 (Mean)	Comment
sec	kN	mm	V	mm	
530.142668	41.634928	383.879882	6.080617756	390.927332	
531.194094	41.808183	383.873796	6.080481903	390.922617	
532.247307	42.104643	383.865536	6.080366252	390.92097	
533.299238	42.403172	383.86795	6.080469941	390.918604	
534.347658	42.639646	383.861508	6.08056299	390.91355	
535.401816	42.831056	383.858939	6.080433188	390.913267	
536.455139	42.985413	383.859222	6.080398172	390.912786	
537.506342	43.042682	383.855466	6.08040012	390.911099	
538.55991	42.951442	383.84881	6.080240656	390.906071	
539.611502	42.692645	383.848263	6.080060714	390.905171	
540.662868	42.752526	383.85281	6.080167671	390.907277	
541.714568	42.463316	383.852119	6.079917733	390.906139	
542.765916	42.69333	383.851376	6.08025102	390.906952	
543.818423	42.748483	383.849807	6.080276089	390.907207	
544.869076	42.838981	383.844766	6.080175601	390.903205	
545.920623	42.886952	383.846948	6.080082063	390.902689	
546.971428	42.986561	383.849969	6.080120104	390.90582	
548.022779	43.088335	383.852004	6.079937137	390.90337	
549.074789	43.192549	383.842366	6.079973055	390.901104	
550.128104	43.33374	383.834689	6.080085923	390.898966	
551.179778	43.515586	383.832619	6.080150286	390.896622	
552.231842	43.706211	383.831614	6.080102787	390.893926	
553.280447	43.882368	383.833043	6.079977087	390.890279	
554.330609	44.06453	383.828909	6.080138428	390.888836	
555.382912	44.088552	383.824512	6.079946734	390.883746	
556.435534	44.239226	383.822958	6.080128449	390.885233	
557.485469	44.287156	383.824613	6.07997542	390.883774	
558.53647	44.239063	383.82134	6.079864323	390.881081	
559.587233	44.472627	383.819989	6.08009639	390.882662	
560.636306	44.618515	383.817954	6.080035678	390.881549	
561.688446	44.643757	383.817289	6.080111828	390.879971	
562.739802	44.49787	383.811145	6.079993291	390.877011	
563.79197	44.49672	383.816956	6.079889256	390.875731	
564.845692	44.707159	383.810583	6.080097189	390.874392	
565.895893	44.175911	383.811567	6.079532428	390.872611	
566.945821	44.998579	383.805795	6.080148755	390.872416	
567.995846	45.299795	383.811347	6.080084638	390.868942	
569.044412	45.490406	383.800718	6.080198341	390.865061	
570.094223	44.620747	383.799731	6.079765398	390.865779	
571.145891	45.302746	383.80063	6.080054072	390.861052	
572.196364	45.65846	383.79592	6.08024031	390.858859	
573.245447	46.044718	383.799122	6.080250428	390.858403	
574.296995	45.475405	383.785808	6.079928929	390.85391	
575.358229	46.076587	383.790985	6.080138845	390.851519	
576.410688	45.605334	383.790136	6.079941379	390.852833	
577.460049	45.041989	383.795384	6.079324356	390.850449	
578.510239	44.642985	383.785485	6.079189651	390.848425	
579.560441	44.832885	383.783343	6.079356657	390.849592	
580.611151	46.02217	383.783165	6.080280609	390.84983	
581.663023	46.935194	383.781579	6.080191387	390.846297	
582.715018	47.518987	383.759881	6.080303524	390.832458	
583.766918	47.028484	383.75576	6.079875276	390.827705	
584.817077	46.464428	383.760755	6.079334613	390.824846	
585.866697	46.17104	383.760981	6.0792207	390.825868	
586.917484	45.991067	383.755169	6.079138014	390.824739	
587.968585	45.956688	383.759983	6.079246779	390.828674	
589.018867	46.300945	383.757026	6.079378669	390.826461	
590.070998	46.638489	383.759004	6.079747631	390.828868	
591.122078	46.796414	383.762376	6.079833029	390.828354	
592.17208	46.977122	383.756639	6.079995343	390.827396	
593.221124	47.17866	383.746912	6.079952956	390.825713	
594.270325	47.359211	383.755124	6.07983296	390.825764	
595.321377	47.527518	383.740706	6.079827709	390.81893	
596.372449	47.654023	383.74403	6.079747317	390.817223	
597.423428	47.723881	383.745165	6.079546998	390.814336	
598.474823	47.789973	383.738927	6.079568314	390.812196	
599.529137	47.816141	383.74228	6.079613933	390.812395	
600.582078	47.822787	383.738065	6.079440492	390.808361	
601.637073	47.838115	383.738305	6.079553812	390.809329	
602.688511	47.820754	383.732328	6.079631424	390.807444	
603.73896	47.849438	383.740512	6.079424741	390.807483	
604.789117	47.865524	383.737971	6.079455514	390.806538	
605.838327	47.913659	383.738604	6.079486809	390.806089	
606.889534	47.952786	383.740259	6.079289236	390.804419	
607.940854	48.057444	383.731292	6.079450124	390.804417	
608.991555	48.178901	383.731208	6.079461947	390.803039	
610.042624	48.317639	383.726737	6.079365525	390.801356	
611.093853	48.472742	383.723978	6.079194067	390.795721	
612.14674	48.628836	383.723388	6.079038985	390.793173	
613.197879	48.77918	383.726895	6.079052824	390.792608	
614.248089	48.919092	383.726728	6.078797425	390.789996	
615.299131	49.063578	383.715908	6.079002717	390.788284	
616.348733	49.19195	383.711435	6.078844577	390.784143	
617.426133	49.30101	383.708228	6.078795374	390.78124	
618.4778	49.410071	383.709998	6.078680594	390.780968	
619.530024	49.497783	383.706868	6.078622178	390.778603	
620.582815	49.565649	383.707835	6.07861018	390.777535	
621.634028	49.639841	383.705912	6.078538379	390.775542	
622.684446	49.691015	383.703084	6.078504719	390.773573	
623.73317	49.741925	383.69934	6.078392997	390.770803	
624.784729	49.780575	383.701662	6.078380828	390.770548	
625.835896	49.823348	383.697206	6.078133566	390.768238	
626.889219	49.876269	383.699257	6.0780828	390.770412	
627.942461	49.95031	383.694972	6.078081757	390.770124	
628.996285	50.000566	383.689322	6.077884046	390.765204	
630.049843	50.047157	383.69031	6.077925076	390.766391	
631.100371	50.08406	383.689957	6.077866555	390.765478	
632.152152	50.160569	383.688958	6.077827472	390.763415	
633.203389	50.25549	383.687762	6.077804104	390.75955	
634.256345	50.368547	383.684425	6.077739431	390.756731	
635.305748	50.476409	383.681264	6.077799167	390.751626	
636.356296	50.618901	383.679107	6.077816693	390.746961	
637.406708	50.7743	383.675179	6.077789641	390.742409	
638.458813	50.963493	383.671804	6.077823194	390.738974	
639.510476	51.141773	383.672128	6.077818396	390.736979	
640.561522	51.293374	383.662376	6.077657787	390.732737	
641.612232	51.459322	383.658784	6.077617103	390.731602	
642.663155	51.584195	383.655591	6.077649824	390.727351	
643.713792	51.671438	383.650792	6.077593702	390.724493	
644.764256	51.756083	383.653881	6.077656777	390.722682	
645.81564	51.825777	383.6523	6.07759843	390.721091	
646.864389	51.861421	383.6472	6.077537894	390.719499	
647.915485	51.893341	383.645001	6.07758087	390.718423	
648.965648	51.884974	383.642441	6.077479929	390.715775	
650.015939	51.877521	383.644168	6.077463935	390.71602	
651.067245	51.534646	383.640839	6.076973201	390.706312	
652.117989	51.360452	383.640357	6.076661334	390.693226	
653.169023	50.014108	383.61798	6.074526288	390.66987	
654.221615	52.206212	383.582567	6.074333479	390.636345	
655.272291	54.19029	383.547185	6.074312651	390.600906	
656.320943	55.267342	383.516381	6.073769345	390.576701	
657.373827	53.833944	383.513806	6.07265401	390.571059	
658.427294	52.302263	383.512268	6.071683047	390.571582	
659.478223	51.560865	383.511343	6.071488743	390.571979	
660.528193	51.301596	383.510628	6.07159723	390.572096	
661.579096	52.048805	383.51414	6.072304034	390.573585	
662.629518	52.558561	383.514006	6.072680263	390.573084	
663.680655	53.15654	383.515159	6.073185147	390.574904	
664.733568	53.641999	383.51086	6.073582793	390.574028	
665.785132	53.994688	383.50756	6.073732243	390.574786	
666.835543	54.20748	383.496576	6.073438874	390.572027	
667.888938	54.185674	383.495731	6.07309081	390.572979	
668.941567	53.631441	383.495393	6.072735583	390.574314	
669.992241	53.328107	383.492343	6.072418606	390.571194	
671.042496	53.166804	383.494473	6.072305772	390.571281	
672.093512	53.101376	383.496234	6.072392249	390.574444	
673.144452	53.991298	383.488045	6.072929227	390.571501	
674.197237	56.937278	383.462219	6.073877518	390.547378	
675.247136	56.401617	383.44823	6.072472292	390.523815	
676.299634	54.48496	383.45103	6.071322187	390.527904	
677.35067	52.82001	383.452342	6.070975061	390.528055	
678.40155	52.222889	383.459905	6.070823389	390.529413	
679.452315	53.235321	383.459722	6.071662184	390.528835	
680.503965	54.144142	383.457757	6.072341204	390.528046	
681.555919	54.922768	383.458172	6.072931071	390.527747	
682.607172	55.486916	383.456655	6.073351076	390.527537	
683.658051	55.801844	383.457498	6.073515198	390.529435	
684.709832	55.563676	383.454563	6.07313031	390.526054	
685.760366	55.00692	383.457298	6.072781447	390.527188	
686.810856	54.780877	383.458165	6.072590796	390.52732	
687.86018	54.594898	383.453657	6.072528798	390.527339	
688.912661	54.504799	383.456717	6.072633007	390.530212	
689.963633	54.57145	383.455938	6.072576782	390.528289	
691.014969	54.826854	383.457149	6.072832735	390.530051	
692.06633	55.114957	383.455928	6.073047242	390.528659	
693.12005	55.294097	383.454666	6.073035351	390.5265	
694.171628	55.485819	383.456439	6.073121862	390.526655	
695.222428	55.727261	383.455778	6.07293806	390.528542	
696.273619	55.921879	383.45527	6.072560196	390.529046	
697.324337	56.130045	383.453084	6.072679914	390.52893	
698.375617	56.28912	383.446604	6.072624906	390.525317	
699.427074	56.402152	383.447508	6.072670074	390.524177	
700.476631	56.476788	383.442512	6.072566768	390.520289	
701.527674	56.518458	383.437243	6.072531545	390.516437	
702.575709	56.522927	383.436456	6.072531892	390.516071	
703.625575	56.508387	383.440198	6.072484914	390.5169	
704.679066	56.456808	383.43948	6.072494096	390.516558	
705.73164	56.439349	383.436509	6.072447154	390.513842	
706.782136	56.354445	383.438223	6.072349688	390.514878	
707.833251	56.426573	383.43957	6.072416555	390.514977	
708.885934	56.435108	383.435966	6.072380669	390.514522	
709.935457	56.496533	383.436003	6.072465827	390.516399	
710.985536	56.588234	383.437283	6.07230525	390.51491	
712.037007	56.73781	383.43166	6.072207403	390.512046	
713.089147	56.906101	383.432009	6.072230213	390.512899	
714.139493	57.108168	383.426111	6.072032327	390.507369	
715.189966	57.317012	383.426528	6.072102566	390.505693	
716.242685	57.526877	383.42114	6.071967479	390.501432	
717.294691	57.721057	383.417356	6.071943973	390.49766	
718.347278	57.889794	383.419837	6.071965567	390.495575	
719.400179	58.03646	383.416181	6.07189936	390.492256	
720.451362	58.158808	383.411562	6.071869667	390.488365	
721.502861	58.229552	383.409029	6.071801095	390.484962	
722.552312	58.276452	383.407004	6.071703667	390.481624	
723.602793	58.302558	383.408797	6.071693721	390.482236	
724.654218	58.315914	383.405037	6.071656897	390.478733	
725.708081	58.326244	383.403851	6.071556826	390.476673	
726.759944	58.304329	383.406072	6.071609958	390.477295	
727.812873	58.306792	383.405549	6.071590347	390.478187	
728.865517	58.31356	383.408699	6.071647336	390.479748	
729.915231	58.340939	383.402518	6.071561033	390.476633	
730.966297	58.398171	383.40547	6.071605228	390.477197	
732.017342	58.452946	383.403727	6.071570108	390.476078	
733.067472	58.553048	383.399093	6.071468611	390.472838	
734.115916	58.651578	383.402435	6.071555053	390.473402	
735.164885	58.775589	383.397185	6.071439018	390.470136	
736.215401	58.928306	383.393606	6.071380742	390.465932	
737.267702	59.099546	383.391122	6.071342597	390.463281	
738.318414	59.292962	383.393557	6.071436724	390.464485	
739.369223	59.463393	383.388358	6.071435856	390.460789	
740.42013	59.638121	383.384838	6.071280218	390.456317	
741.471442	59.785201	383.384425	6.071322779	390.455489	
742.524478	59.912108	383.376279	6.071147354	390.451271	
743.576076	60.032678	383.372699	6.071074161	390.448139	
744.628286	60.108339	383.372668	6.071052499	390.447282	
745.681493	60.153373	383.372668	6.07095559	390.445419	
746.731211	60.196529	383.370508	6.070990362	390.444557	
747.782325	60.212367	383.369775	6.070944427	390.442144	
748.831013	60.211312	383.367108	6.070904719	390.440554	
749.881363	60.171606	383.368179	6.070884203	390.442572	
750.933562	59.935696	383.361108	6.070389404	390.432015	
751.984592	59.868416	383.359932	6.070150765	390.423993	
753.036729	59.883029	383.352128	6.069797415	390.412538	
754.08714	59.569255	383.347821	6.069002155	390.396543	
755.13678	59.929437	383.341092	6.068554852	390.373488	
756.187596	60.99328	383.322042	6.068226329	390.329002	
757.240274	61.657578	383.296969	6.067012104	390.27265	
758.29086	62.426266	383.270161	6.066110477	390.231768	
759.34191	63.088925	383.247482	6.065513517	390.199181	
760.392142	56.869444	382.981094	6.057865498	390.128791	
761.443711	60.144004	382.905446	6.057020407	390.072198	
762.493422	62.848059	382.790731	6.055193611	389.987951	
763.5429	64.189518	382.707538	6.053818671	389.940616	
764.594312	63.313493	382.692582	6.05266081	389.933339	
765.644371	62.124211	382.691722	6.051949627	389.933724	
766.694282	61.032272	382.69184	6.051270885	389.933314	
767.745644	60.329505	382.694695	6.051080162	389.935773	
768.795963	60.678815	382.698327	6.051665994	389.936068	
769.845295	61.298207	382.697659	6.052060201	389.935491	
770.9226	61.897812	382.693675	6.05252694	389.933644	
771.97434	62.414777	382.692713	6.052787726	389.932673	
773.025179	62.751996	382.689282	6.052852749	389.932576	
774.077698	62.992219	382.685583	6.052624856	389.930898	
775.128723	63.090375	382.687236	6.052584278	389.930331	
776.179017	63.046681	382.679948	6.052477843	389.926295	
777.228576	62.549114	382.678869	6.052117121	389.924685	
778.278545	62.341251	382.680167	6.051952581	389.92392	
779.33079	62.196934	382.676036	6.051888358	389.922604	
780.385866	62.126318	382.679775	6.051869931	389.924769	
781.435896	62.252474	382.677075	6.051940865	389.922843	
782.489086	62.561404	382.679223	6.052192123	389.923465	
783.540258	62.700242	382.677731	6.052225158	389.922669	
784.590958	62.800109	382.676764	6.052071049	389.921594	
785.641033	62.954748	382.672111	6.052048274	389.917992	
786.690136	63.147693	382.669785	6.052115035	389.914921	
787.741846	63.37968	382.662531	6.051909709	389.907235	
788.79215	63.598976	382.657793	6.051629623	389.904913	
789.841088	63.78801	382.642063	6.051243033	389.899732	
790.890872	63.941511	382.635003	6.051056759	389.893989	
791.93929	64.07969	382.629498	6.050998726	389.89071	
792.989403	64.193957	382.629365	6.050821599	389.887778	
794.039578	64.267096	382.625214	6.050644751	389.883028	
795.089748	64.324326	382.627098	6.050726326	389.883211	
796.140055	64.363432	382.619456	6.050591725	389.879168	
797.18892	64.390333	382.618159	6.050436365	389.876354	
798.239511	64.391951	382.62288	6.050614918	389.878297	
799.288703	64.371695	382.61913	6.050581223	389.874832	
800.338994	64.355834	382.616613	6.050529763	389.873845	
801.390279	64.349662	382.619061	6.050573713	389.87459	
802.441538	64.364016	382.614943	6.050546905	389.871162	
803.493902	64.376289	382.615347	6.050686859	389.871353	
804.544715	64.421013	382.615046	6.050563316	389.871172	
805.597612	64.495285	382.61465	6.050933774	389.871584	
806.648246	64.597384	382.612692	6.050923517	389.868298	
807.699156	64.708893	382.607462	6.05119755	389.865617	
808.750257	64.840276	382.604104	6.051115942	389.8616	
809.801211	65.025987	382.599308	6.051110101	389.855696	
810.85298	65.241032	382.594658	6.051156312	389.851282	
811.902561	65.538	382.588882	6.05124578	389.843117	
812.95367	65.808963	382.585735	6.051399471	389.837651	
814.005129	66.031874	382.574944	6.051184685	389.829443	
815.057138	66.205052	382.56977	6.051234339	389.826179	
816.107002	66.313474	382.56138	6.051101825	389.820821	
817.157327	66.390352	382.561283	6.051145638	389.819385	
818.206644	66.416976	382.55844	6.051073833	389.81663	
819.257917	66.424531	382.555464	6.051041496	389.815174	
820.310131	66.365372	382.554373	6.051025361	389.812916	
821.360996	66.296015	382.548935	6.050843228	389.809686	
822.410939	66.226569	382.551605	6.050844688	389.810596	
823.462255	66.128537	382.548196	6.050781056	389.808961	
824.512356	66.155571	382.549098	6.050758837	389.808223	
825.5618	66.195944	382.548838	6.050795695	389.808908	
826.611251	66.184498	382.550749	6.050859048	389.81044	
827.660345	66.21969	382.545485	6.050712103	389.805301	
828.710749	66.313206	382.543534	6.050829284	389.805176	
829.762291	66.423854	382.544215	6.050856372	389.802554	
830.813585	66.599023	382.540181	6.050837595	389.795106	
831.86405	66.788937	382.5372	6.050852722	389.791751	
832.915288	67.072502	382.527707	6.050794931	389.780737	
833.966025	67.461354	382.521028	6.049591762	389.768754	
835.015659	67.807623	382.510687	6.049033747	389.756312	
836.066915	68.127983	382.502917	6.048928111	389.7471	
837.117675	68.353995	382.494878	6.048885132	389.736737	
838.168303	68.505354	382.487216	6.048793509	389.731645	
839.216663	68.507602	382.481502	6.048574345	389.724664	
840.268939	68.336968	382.475106	6.048248187	389.715762	
841.320588	67.877248	382.47605	6.047948838	389.712069	
842.371969	67.572715	382.478217	6.047873523	389.713108	
843.423478	67.497963	382.475031	6.047716493	389.708935	
844.474412	67.574356	382.478618	6.047807074	389.708841	
845.525768	67.713802	382.479067	6.047826268	389.707615	
846.577022	67.837273	382.476521	6.047805091	389.70414	
847.626086	67.865803	382.476733	6.047771155	389.700726	
848.677091	67.986393	382.469377	6.047641388	389.693293	
849.727892	68.154711	382.46455	6.047590133	389.687073	
850.781062	68.39848	382.458106	6.047406749	389.677339	
851.832247	68.698637	382.44817	6.047339847	389.663021	
852.885282	69.028547	382.441677	6.04746732	389.654911	
853.934677	69.325167	382.436274	6.047545938	389.6453	
854.984957	69.57502	382.423005	6.047282751	389.633783	
856.036162	69.767775	382.416566	6.047175656	389.625699	
857.08845	69.887551	382.413303	6.046879089	389.618387	
858.140525	69.94407	382.408796	6.04657275	389.611991	
859.189797	69.94003	382.403175	6.046223401	389.603452	
860.242414	69.832796	382.401741	6.046045404	389.601604	
861.294073	69.582392	382.400894	6.04577495	389.597696	
862.34707	69.352787	382.402396	6.045705478	389.595802	
863.398811	69.316806	382.398788	6.045500603	389.590611	
864.448594	69.397438	382.403804	6.045605647	389.590774	
865.498104	69.345111	382.399613	6.045300665	389.585198	
866.547776	69.323926	382.399065	6.045020058	389.582452	
867.59821	69.391101	382.394157	6.044694284	389.57196	
868.649853	69.505944	382.392757	6.044456376	389.56329	
869.702021	69.688887	382.383622	6.044272433	389.554568	
870.753325	70.022682	382.376132	6.043911504	389.54302	
871.805459	70.5239	382.366789	6.043454187	389.53088	
872.856375	71.085594	382.360228	6.043241177	389.509142	
873.906358	71.546237	382.344904	6.043148442	389.493254	
874.957679	71.290587	382.319431	6.04283508	389.484205	
876.011254	71.659181	382.307841	6.042832505	389.476651	
877.063107	71.895354	382.302873	6.042736676	389.469899	
878.113227	71.690308	382.297438	6.042476165	389.465524	
879.162621	71.105925	382.293132	6.042052786	389.462608	
880.213235	70.879772	382.293627	6.042001152	389.463209	
881.261346	70.755405	382.2945	6.041946282	389.462295	
882.311687	70.67776	382.293847	6.041858135	389.461457	
883.360228	70.714988	382.292251	6.041915056	389.462426	
884.410066	71.000431	382.292597	6.042133145	389.461885	
885.459548	71.239076	382.289732	6.042313957	389.462168	
886.511158	71.310589	382.295018	6.042410899	389.464138	
887.563366	71.41917	382.295555	6.042393026	389.462639	
888.615807	71.569096	382.287505	6.042228521	389.459163	
889.668067	71.833962	382.28549	6.042295598	389.45694	
890.721334	72.125365	382.281382	6.042325431	389.453423	
891.771537	72.377967	382.272931	6.042071145	389.447715	
892.821267	72.614774	382.270451	6.042020866	389.444574	
893.87399	72.783988	382.265993	6.042098025	389.440119	
894.926042	72.931254	382.253881	6.04198213	389.435164	
895.976362	73.018357	382.247907	6.041906225	389.429015	
897.025223	73.049141	382.244165	6.041729966	389.426283	
898.076911	73.007718	382.24394	6.041689874	389.42464	
899.128039	72.832988	382.242926	6.04153768	389.422839	
900.180577	72.65272	382.239577	6.041520746	389.423495	
901.232315	72.579546	382.240169	6.041541748	389.422412	
902.287407	72.583734	382.242804	6.041623531	389.425109	
903.338561	72.728434	382.237669	6.041560317	389.421273	
904.390907	72.831189	382.240685	6.041730697	389.422517	
905.443023	72.855882	382.243089	6.041595644	389.422735	
906.496004	72.926582	382.242422	6.041683338	389.422676	
907.547424	73.026958	382.241964	6.041766859	389.421017	
908.599473	73.167555	382.237501	6.041470536	389.417575	
909.65259	73.356501	382.23092	6.041479401	389.413769	
910.704885	73.569734	382.224679	6.041484513	389.401189	
911.75735	73.761706	382.218448	6.041449048	389.396283	
912.80795	73.970402	382.218302	6.041346401	389.390372	
913.858012	74.155515	382.210455	6.041211904	389.385362	
914.908581	74.321842	382.209669	6.041102234	389.380654	
915.95899	74.476465	382.206102	6.040959915	389.376177	
917.008328	74.596022	382.200846	6.040876288	389.371226	
918.060998	74.685314	382.196401	6.040776356	389.365025	
919.112195	74.77075	382.193534	6.040747912	389.359826	
920.16368	74.809778	382.189445	6.040668772	389.354203	
921.216063	74.825645	382.188506	6.040701005	389.352563	
922.267646	74.831693	382.186639	6.040659975	389.35031	
923.318592	74.806686	382.188172	6.040752607	389.351446	
924.372632	74.784479	382.185289	6.040596864	389.348578	
925.421634	74.768965	382.186508	6.040563971	389.351144	
926.472712	74.768191	382.183486	6.040532709	389.351359	
927.547374	74.792553	382.181685	6.040509066	389.348633	
928.598215	74.829857	382.184066	6.040490429	389.349599	
929.651442	74.90127	382.181486	6.040491575	389.347719	
930.702525	74.976272	382.181376	6.040465602	389.345195	
931.753955	75.101734	382.178034	6.040393694	389.340253	
932.804773	75.228988	382.175591	6.040234855	389.330347	
933.856945	75.38846	382.169468	6.040025324	389.32225	
934.90947	75.58064	382.167657	6.040020212	389.317401	
935.961875	75.747597	382.163849	6.039971635	389.314986	
937.013385	75.932753	382.15983	6.039877751	389.308994	
938.063449	76.135116	382.156361	6.039838911	389.303992	
939.113457	76.327055	382.148841	6.039872536	389.298927	
940.165921	76.488103	382.144097	6.039989855	389.292675	
941.216011	76.626344	382.130545	6.039918747	389.286431	
942.266337	76.732456	382.124103	6.039844893	389.281416	
943.318528	76.822646	382.120405	6.039845657	389.278441	
944.369708	76.88854	382.118019	6.03986179	389.277476	
945.418568	76.911712	382.113664	6.039805183	389.271664	
946.469595	76.915843	382.113658	6.039855429	389.271998	
947.520036	76.897484	382.11083	6.039779175	389.269343	
948.569262	76.871106	382.109019	6.039762832	389.267833	
949.649362	76.834224	382.110257	6.039771523	389.267487	
950.699543	76.811605	382.108289	6.03970984	389.265618	
951.749705	76.802244	382.108784	6.039737378	389.266721	
952.802066	76.808738	382.107508	6.03972493	389.2659	
953.851761	76.826891	382.108033	6.039739396	389.265264	
954.902173	76.862426	382.10245	6.039669191	389.263846	
955.951321	76.950571	382.105536	6.039770795	389.26407	
957.000792	77.068584	382.097135	6.039691271	389.259288	
958.051015	77.230858	382.095127	6.039701007	389.256485	
959.102389	77.446582	382.090256	6.039630422	389.250605	
960.154985	77.709998	382.083924	6.039697078	389.245661	
961.208226	78.001054	382.074465	6.039584628	389.235884	
962.260494	78.27325	382.06722	6.039666793	389.229283	
963.330475	78.500172	382.064753	6.039533234	389.225042	
964.380424	78.704274	382.055986	6.038889229	389.215317	
965.430842	78.880522	382.05067	6.038494605	389.211912	
966.481328	78.986113	382.041527	6.03811956	389.202221	
967.531457	79.058888	382.035866	6.037979811	389.19736	
968.584108	79.053392	382.035872	6.037968476	389.196353	
969.633085	78.815607	382.033338	6.037795106	389.192903	
970.683958	78.477234	382.029911	6.037524616	389.191272	
971.733798	78.342335	382.036282	6.037532683	389.193171	
972.784219	78.339881	382.033837	6.037521105	389.189893	
973.834185	78.438918	382.033435	6.037600559	389.188376	
974.884748	78.642723	382.031041	6.037719024	389.186283	
975.93442	78.793309	382.034698	6.037866351	389.187631	
976.985483	78.830051	382.034963	6.037816976	389.185326	
978.036015	78.904719	382.029852	6.037750562	389.181179	
979.08871	79.010102	382.028882	6.037860093	389.178689	
980.140095	79.153485	382.022529	6.037803797	389.173389	
981.190589	79.304297	382.019275	6.037796773	389.171199	
982.241808	79.498583	382.017528	6.037746808	389.16922	
983.293644	79.672109	382.011332	6.037493878	389.164804	
984.345276	79.873545	382.008317	6.037420824	389.161828	
985.394541	80.06333	382.003504	6.037271793	389.158104	
986.446709	80.248994	381.99668	6.037070429	389.154367	
987.499158	80.385897	381.99221	6.036797437	389.149565	
988.551488	80.502768	381.991472	6.03692964	389.14781	
989.602252	80.589371	381.988368	6.0368642	389.145652	
990.656466	80.661144	381.981779	6.036700667	389.138228	
991.708541	80.699583	381.978365	6.036729425	389.135019	
992.758981	80.729015	381.975643	6.036653588	389.132731	
993.80954	80.718988	381.97646	6.036623892	389.131662	
994.861938	80.690621	381.974355	6.036627335	389.131671	
995.911233	80.685991	381.973973	6.03657716	389.130315	
996.961379	80.697681	381.976959	6.03663808	389.13156	
998.011889	80.717164	381.97487	6.036525349	389.129441	
999.063408	80.74973	381.971763	6.036532548	389.126614	
1000.117003	80.80814	381.966598	6.036541796	389.126201	
1001.167309	80.891899	381.96069	6.036474165	389.122753	
1002.220025	80.980232	381.959036	6.036505948	389.120899	
1003.27493	81.104201	381.958915	6.036576116	389.119736	
1004.327156	81.232886	381.950446	6.03647952	389.114911	
1005.377611	81.384124	381.948732	6.036554628	389.113886	
1006.428178	81.519015	381.945053	6.03644308	389.109544	
1007.477671	81.706236	381.93856	6.036104474	389.10454	
1008.528788	81.869581	381.936026	6.035862671	389.101031	
1009.581272	82.076201	381.924722	6.035768997	389.094983	
1010.635278	82.237436	381.920457	6.035847859	389.092364	
1011.686669	82.39413	381.916685	6.035714474	389.088192	
1012.740663	82.521739	381.913489	6.035583212	389.085833	
1013.791954	82.636749	381.904059	6.035487138	389.082112	
1014.841345	82.705827	381.897485	6.035465058	389.07853	
1015.890177	82.769345	381.896371	6.035532481	389.076202	
1016.943293	82.797819	381.896366	6.035626365	389.076012	
1017.994292	82.816838	381.891593	6.035700461	389.072332	
1019.045836	82.819831	381.889765	6.035646426	389.072343	
1020.098674	82.818302	381.891753	6.03566649	389.07343	
1021.153716	82.830888	381.889898	6.035667985	389.072201	
1022.204971	82.828568	381.884637	6.035535402	389.068102	
1023.260213	82.841278	381.88897	6.035565617	389.070097	
1024.313424	82.880895	381.88809	6.035614229	389.070963	
1025.363784	82.923019	381.885466	6.035597782	389.06927	
1026.417284	82.998566	381.881858	6.0356208	389.067113	
1027.469691	83.093895	381.879902	6.035630329	389.066668	
1028.520935	83.203499	381.878001	6.035547885	389.062542	
1029.573182	83.325461	381.869824	6.035467076	389.058138	
1030.625423	83.512468	381.867311	6.035564018	389.056581	
1031.676311	83.725682	381.862862	6.035613637	389.05422	
1032.730143	83.935885	381.854159	6.035701541	389.049228	
1033.78338	84.131319	381.845578	6.035824458	389.044582	
1034.834134	84.321868	381.835594	6.035714231	389.037496	
1035.885987	84.448115	381.830457	6.035152601	389.025918	
1036.937165	84.596816	381.822068	6.034832666	389.017163	
1037.988197	84.700935	381.820904	6.034821435	389.014219	
1039.038684	84.767684	381.814322	6.034732316	389.008996	
1040.091163	84.816082	381.809678	6.034593926	389.003429	
1041.142455	84.843895	381.811057	6.03465182	389.002064	
1042.193141	84.834682	381.80662	6.034700222	388.997191	
1043.244518	84.801912	381.803445	6.034668578	388.994787	
1044.298172	84.762793	381.800926	6.034835552	388.995775	
1045.350815	84.720097	381.803838	6.034769661	388.994111	
1046.401617	84.71542	381.801231	6.034706237	388.992306	
1047.453029	84.711375	381.804439	6.034804363	388.993704	
1048.503789	84.74413	381.800593	6.034720008	388.99262	
1049.553114	84.828452	381.797265	6.034655261	388.990142	
1050.603729	84.919241	381.795188	6.034771017	388.99082	
1051.653044	85.05074	381.789737	6.034646013	388.987578	
1052.703928	85.225065	381.783918	6.034439817	388.982718	
1053.7564	85.409087	381.780791	6.033813301	388.978167	
1054.807875	85.667716	381.770797	6.033859758	388.969626	
1055.857712	85.920346	381.764063	6.033687045	388.962397	
1056.908615	86.177522	381.75893	6.033603734	388.957294	
1057.960158	86.390817	381.755416	6.033564859	388.953862	
1059.036096	86.575811	381.753201	6.033520246	388.950623	
1060.085799	86.702609	381.748968	6.033389088	388.948671	
1061.136353	86.757541	381.741852	6.033196106	388.944519	
1062.186959	86.771491	381.740529	6.033215578	388.94174	
1063.23835	86.737653	381.742514	6.033253338	388.943325	
1064.289484	86.645039	381.73704	6.033125729	388.940348	
1065.34135	86.545113	381.734757	6.033014806	388.939212	
1066.395577	86.490632	381.738001	6.033170862	388.9416	
